Proposal ID,Programme Name,Sub-Programme,Supplement,Lead Applicant,Research Body,Proposal Title,Start Date,End Date,Funding
16/TIDA/4122,SFI Technology Innovation Development Award ,,,Finn Purcell-Milton,Trinity College Dublin (TCD),Quantum Solar Salts: Innovative Luminescent Solar Concentrators utilizing Zn-Cu-In-S Quantum Dots based Alkali Halide Salt composites,01/01/2017,6/30/2018,98578
16/DP/4123,SFI Discover Programme,,,Muriel Grenon,"National University of Ireland, Galway (NUIG)",Cell EXPLORERS -national expansion for a sustainable public engagement model,01/01/2017,4/30/2019,180079
16/TIDA/4127,SFI Technology Innovation Development Award ,,,Donal O'Gorman,Dublin City University (DCU),miRNA knockout using CRISPR/Cas9 to enhance recombinant protein productivity in CHO cells,01/01/2017,12/31/2017,121164
16/CW/4128,SFI Conferences and Workshops Programme,,,Jonathan Bones,The National Institute for Bioprocessing Research and Training (NIBRT),BioPharma Ambition,8/15/2016,9/14/2016,7000
16/TIDA/4131,SFI Technology Innovation Development Award ,,,Toufic El Arnaout,Technological University Dublin (TU Dublin),"Building a novel crystallization monitoring process analytical technology  (MXM, for MicroXtalMorph)",01/01/2017,12/31/2018,70346
16/TIDA/4132,SFI Technology Innovation Development Award ,,,Graham Cross,Trinity College Dublin (TCD),Ion implant lithography for wafer scale diamond nanoelectromechanical system (NEMS) fabrication,01/01/2017,1/31/2018,129830
16/TIDA/4137,SFI Technology Innovation Development Award ,,,James O'Gara,"National University of Ireland, Galway (NUIG)",Repurposing D-cycloserine and related drugs to overcome resistance resistance to beta-lactam antibiotics in bacterial pathogens,01/01/2017,3/31/2018,118551
16/TIDA/4139,SFI Technology Innovation Development Award ,,,Nigel Stevenson,Trinity College Dublin (TCD),Restoration of anti-viral responses to Interferon-α towards the development of a therapeutic cure for HIV,01/01/2017,7/31/2018,128100
16/DP/4150,SFI Discover Programme,,,Sheila Donegan,Waterford Institute of Technology (WIT),CALMAST STEM Outreach Hub for Southeast of Ireland,01/01/2017,12/31/2017,50000
16/TIDA/4152,SFI Technology Innovation Development Award ,,,Margaret McGee,University College Dublin (UCD),Novel Anti-Inflammatory Biotherapeutic Development,01/01/2017,10/31/2018,121913
16/TIDA/4159,SFI Technology Innovation Development Award ,,,Declan Gilheany,University College Dublin (UCD),Platform for microRNA drug synthesis,01/01/2017,12/31/2018,95832
16/DP/4170,SFI Discover Programme,,,Philip Hennessy,Limerick Institute of Technology (LIT), STEM in Sport ,01/01/2017,12/31/2017,30561
16/TIDA/4174,SFI Technology Innovation Development Award ,,,Saibal Roy,Tyndall National Institute (TNI),"Low-cost, Wideband Electromagnetic Vibration Energy Harvesters for Powering ‘Internet of Things’- (EMPOWER)",01/01/2017,9/30/2018,121400
16/TIDA/4183,SFI Technology Innovation Development Award ,,,Dermot Diamond,Dublin City University (DCU),Conformable glucose sensor for non-invasive optical detection in a wearable platform,01/01/2017,8/31/2018,113524
16/DP/4185,SFI Discover Programme,,,Patrick O'Hare,FabLab Foundation Ireland,Fab Foundation Ireland All island network for STEM awareness programme ,01/01/2017,12/31/2018,82572
16/TIDA/4195,SFI Technology Innovation Development Award ,,,Leo Quinlan,"National University of Ireland, Galway (NUIG)",ESCapeFOG; Electrical Stimulation Cueing for Freezing of Gait correction in people with Parkinson’s Disease.,01/01/2017,10/31/2018,97469
16/TIDA/4200,SFI Technology Innovation Development Award ,,,Annemarie McCarthy,Munster Technological University (MTU),Multimode RGBIR-d Sensor for Optical Mapping of Basal Cell Carcinomas,01/01/2017,12/31/2017,50578
16/DP/4201,SFI Discover Programme,,,Shane McCracken,Gallomanor Communications,"I'm a Scientist/Engineer, Get me out of here!",01/01/2017,12/31/2017,25722
16/TIDA/4218,SFI Technology Innovation Development Award ,,,Justin Holmes,University College Cork (UCC),Development of “green and clean” block co-polymer lithography for nano-patterning,01/01/2017,8/31/2018,123050
16/TIDA/4232,SFI Technology Innovation Development Award ,,,Andrew Way,Dublin City University (DCU),Creating a system for post-editing of machine translation on touchscreen devices,01/01/2017,6/30/2018,117028
16/DP/4243,SFI Discover Programme,,,Brendan Tangney,Trinity College Dublin (TCD),CodePlus Mentoring: Coding Better Futures for Girls,01/01/2017,12/31/2017,49993
16/DP/4251,SFI Discover Programme,,,Gerard Ryder,Technological University Dublin (TU Dublin),Fiosracht,01/01/2017,3/31/2018,48779
16/DP/4255,SFI Discover Programme,,,Nigel Flegg,The National Concert Hall,Music and Science: Quadratics to Quavers,01/01/2017,12/31/2017,28600
16/DP/4256,SFI Discover Programme,,,Aoibhinn Ni Shuilleabhain,University College Dublin (UCD),Maths Sparks: Developing Mathematical Thinking through Problem Solving Workshops,01/01/2017,12/31/2017,6582
16/DP/4261,SFI Discover Programme,,,Ross Maguire,Learn It Educational Solutions Ltd,FIRST® LEGO® League Leinster & Munster,01/01/2017,12/31/2017,49950
16/DP/4266,SFI Discover Programme,,,Eilish McLoughlin,Dublin City University (DCU),Physics Busking,01/01/2017,12/31/2017,41394
16/DP/4270,SFI Discover Programme,,,Jessamyn Fairfield,"National University of Ireland, Galway (NUIG)",Bright Club,01/01/2017,3/31/2018,18341
16/DP/4273,SFI Discover Programme,,,Gillian Keating,iWish STEM,I Wish - inspiring women in Stem,01/01/2017,12/31/2018,160000
16/DP/4275,SFI Discover Programme,,,Joanna Quinn,Royal Dublin Society (RDS),RDS Primary Science Fair Regionalisation,01/01/2017,4/30/2017,50000
16/DP/4278,SFI Discover Programme,,,Aoibheann Bird,University College Dublin (UCD),Suite Science ,01/01/2017,12/31/2017,15187
16/DP/4281,SFI Discover Programme,,,Alexandra Boyd,University College Dublin (UCD),Improve with Improv- theatre training for better STEM Communicators,01/01/2017,12/31/2017,40286
16/DP/4286,SFI Discover Programme,,,Jonathan McCrea,Whipsmart Media,SCI:COM National Science Communication Conference,01/01/2017,12/31/2018,58750
16/DP/4289,SFI Discover Programme,,,Edelle Moss,Feilte Dhuibh Linne Teoranta t/a St Patrick’s Day Festival,Science Foundation Ireland Science Zone at the Big Day Out,01/01/2017,5/31/2017,36826
16/DP/4290,SFI Discover Programme,,,Alex Vakaloudis,Munster Technological University (MTU),Teachers of Things,01/01/2017,12/31/2017,22087
16/DP/4292,SFI Discover Programme,,,Emma Sokell,University College Dublin (UCD),Seeing the Light,01/01/2017,12/31/2017,1698
16/DP/4293,SFI Discover Programme,,,Eilish McLoughlin,Dublin City University (DCU),Science on Stage,01/01/2017,12/31/2017,11195
16/DP/4297,SFI Discover Programme,,,Mary Cunningham,National Youth Council of Ireland,STEM in Youth Work ,01/01/2017,3/31/2019,249375
16/ERCD/4303,SFI ERC Development Programme,,,Javier Fullea,Dublin Institute for Advanced Studies (DIAS),iTHERC: An integrated geophysical-petrological THERmoChemical model of Ireland’s and North Atlantic crust and lithospheric mantle,11/01/2016,9/30/2019,509402
16/DP/4304,SFI Discover Programme,,,Colin Fitzpatrick,University of Limerick (UL),Raw Engagement for Sustainable Technology And Repair Talk (RESTART),01/01/2017,12/31/2017,49861
16/IFA/4306,SFI Industry Fellowship Programme,,,Ramji Lakshmanan,Dublin City University (DCU),Evaluation of MEMS transducers for sensor applications in gas and liquid environments.,01/01/2017,3/31/2018,89413
16/DP/4307,SFI Discover Programme,,,Shane Bergin,University College Dublin (UCD),Learning by Heart,01/01/2017,12/31/2017,27832
16/SP/4319,SFI Spokes Programme,Rolling Call,,Murray Hitzman,University College Dublin (UCD),Geohazards and Geotechnical Engineering,09/01/2017,8/31/2021,360872
16/IFA/4320,SFI Industry Fellowship Programme,,,Colin Wade,University College Dublin (UCD),Manufacturing of silicon Laue components for gamma-ray focusing applications,05/01/2017,4/30/2018,59572
16/CW/4323,SFI Conferences and Workshops Programme,,,Fiona Regan,Dublin City University (DCU),DPCM 2016 - IWA the international water association IWA Regional Conference on Diffuse Pollution and Catchment Management ,08/01/2016,1/31/2017,10800
15/US/B3130,SFI US-Ireland R&D Partnership Programme,Full Proposal,,Catherine Godson,University College Dublin (UCD),"Integrative genomic, epigenetic and functional studies in diabetic kidney disease",05/01/2016,4/30/2022,798292
15/US/B3130(N),SFI US-Ireland R&D Partnership Programme,Full Proposal,,Catherine Godson,Health Research Board (HRB),"Integrative genomic, epigenetic and functional studies in diabetic kidney disease",05/01/2016,4/30/2021,-345539
DP15/114,SFI Discover Programme,,,Stephen Rooke,Tile Films,A Rough Guide to the Future,04/01/2016,1/31/2017,150000
15/TIDA/2967s,SFI Technology Innovation Development Award ,,Maternity / Adoptive Allowance,Robert Forster,Dublin City University (DCU),ConfirMED: A Multifunctional Anti-Counterfeiting and Package Integrity Label,4/15/2016,10/14/2016,29146
15/WT/SEED/3284,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Andriy Temko,Health Research Board (HRB),Sound based observation of neonatal brain growth and status,04/01/2016,3/31/2018,33609
15/WT/SEED/3285,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Seed Awards in Science,,Elizabeth Heron,Health Research Board (HRB),"Artificial neural Networks, Genomic Data and Case-Control Classification",04/02/2016,04/01/2018,19671
15/WT/IA/3286,SFI-HRB-Wellcome Trust Biomedical Research Partnership,Investigator Awards in Science,,Luke O'Neill,Health Research Board (HRB),Metabolic reprogramming in innate immunity,03/01/2016,2/28/2021,560650
16/IFA/4324,SFI Industry Fellowship Programme,,,Alireza Soroudi,University College Dublin (UCD),Enhancing the Irish Transmission Network Flexibility through Smart Technology,01/01/2017,12/31/2017,91306
16/IFA/4328,SFI Industry Fellowship Programme,,,Clare Davidson,University College Dublin (UCD),"Development of a wearable, non-invasive blood glucose monitor for use in Diabetes",01/01/2018,12/31/2018,59991
16/IFA/4331,SFI Industry Fellowship Programme,,,Andrew Pringle,University College Dublin (UCD),Validating Augmented Reality Headgear for Workplace Training,03/01/2017,7/31/2018,62568
16/IFA/4335,SFI Industry Fellowship Programme,,,Claire Timon,University College Dublin (UCD),Commercialisation of the web based dietary assessment tool Foodbook24 ,01/01/2017,12/31/2017,60884
16/IFB/4336,SFI Industry Fellowship Programme,,,Ian Wood,"National University of Ireland, Galway (NUIG)","Investigation into network community structures, to better identify social processes",09/01/2017,8/31/2018,79783
16/IFA/4341,SFI Industry Fellowship Programme,,,Stefano Porto,Tyndall National Institute (TNI),Next Generation Optical Fibre Access Network Technologies,01/01/2017,10/31/2017,47398
16/IFA/4342,SFI Industry Fellowship Programme,,,Paul Walsh,Munster Technological University (MTU),Multi-Gene Assay Cloud Computing Platform,01/01/2017,12/31/2018,71256
16/IFA/4345,SFI Industry Fellowship Programme,,,Charlie Stallard,University College Dublin (UCD),Plasma Vapour Deposition to Minimise Oxygen Permeation in Photochromic Lenses,01/02/2017,01/01/2018,41072
16/IFA/4349,SFI Industry Fellowship Programme,,,Dezhong Zhou,University College Dublin (UCD),Development of Hyperbranched Poly(beta-amino ester) as a New Generation of Tissue Adhesive for Sternum Bonding,01/01/2017,12/31/2017,71482
16/IFA/4350,SFI Industry Fellowship Programme,,,Ramesh Neppalli,Trinity College Dublin (TCD),Materials to optimize membrane scaling and product performance,01/01/2017,12/31/2017,81762
16/IFA/4353,SFI Industry Fellowship Programme,,,Brian Caulfield,University College Dublin (UCD),Application of Kinesis Health Technologies Q-TUG and Q-Gait in Clinical Motor Function Assessment,01/01/2017,12/31/2019,8594
16/IFA/4354,SFI Industry Fellowship Programme,,,Eamonn Culligan,Munster Technological University (MTU),Bioinformatic identification of biosynthetic gene clusters from metagenomic data which encode novel antimicrobials,09/01/2017,8/31/2018,53663
16/IFA/4355,SFI Industry Fellowship Programme,,,Michal Szpak,Dublin City University (DCU),Geohazard Assessment of the Southern Porcupine Basin,01/01/2017,12/31/2018,70854
16/IFA/4358,SFI Industry Fellowship Programme,,,Duygu Kiyan,Dublin Institute for Advanced Studies (DIAS),"Improving the performance of electromagnetic mining exploration: a case study on the Navan Zn-Pb deposit, Ireland",01/01/2017,12/31/2017,64691
16/ERCS/4362,SFI ERC Support Programme,,,Linda Doyle DoR,Trinity College Dublin (TCD),SFI ERC Support Programme-Aidan McDonald (Trinity College Dublin),9/15/2016,9/14/2021,150000
16/CW/4363,SFI Conferences and Workshops Programme,,,Breandan Kennedy,Fighting Blindness,Retia 2016,10/01/2016,3/31/2017,9700
16/ERCS/4364,SFI ERC Support Programme,,,Linda Doyle DoR,Trinity College Dublin (TCD),SFI ERC Support Programme - Jonathan Coleman (Trinity College Dublin),11/01/2016,10/31/2021,150000
16/CW/4365,SFI Conferences and Workshops Programme,,,David MacHugh,University College Dublin (UCD),Harvesting Knowledge from Big Data in Agriculture and Food,10/15/2016,12/14/2016,1758
16/CW/4366,SFI Conferences and Workshops Programme,,,John Ringwood,"National University of Ireland, Maynooth (NUIM)","Modelling, control and forecasting in wave energy systems",10/22/2016,1/21/2017,3682
16/CW/4367,SFI Conferences and Workshops Programme,,,Tiziana Margaria,University of Limerick (UL),"SOFSEM, 43th International Conference on  on Current Trends in Theory and Practice of Computer Science",12/01/2016,1/31/2017,10000
16/CW/4370,SFI Conferences and Workshops Programme,,,Stephen O'Brien,University of Limerick (UL),MACSI10 - Empowering Industrial Mathematical and Statistical Modelling for the Future ,11/11/2016,12/10/2016,5630
16/IA/4376,SFI Investigator Programme,,,Andrew Bowie,Trinity College Dublin (TCD),"Modulation of innate immune responses by SARM, a new therapeutic target in inflammatory disease",09/01/2017,8/31/2022,2515583
16/ERCS/4381,SFI ERC Support Programme,,,Linda Doyle DoR,Trinity College Dublin (TCD),SFI ERC Support Programme,11/01/2016,10/31/2021,150000
DP16/SW/001,SFI Discover Programme,Science Week,,Tom Hyland,Galway Science & Technology Forum,Galway Science Festival,06/01/2016,12/31/2016,20000
DP16/SW/002,SFI Discover Programme,Science Week,,Jeremy Bird,"Institute of Technology, Sligo (ITS)",Sligo Science Festival,06/01/2016,12/31/2016,17125
DP16/SW/003,SFI Discover Programme,Science Week,,Noel Mulligan,Munster Technological University (MTU),Kerry Science Festival,06/01/2016,12/31/2016,31552
DP16/SW/005,SFI Discover Programme,Science Week,,Pat McHale,Mayo County Council t/a Mayo Science & Technology Festival,Mayo Science Festival,06/01/2016,12/31/2016,16000
DP16/SW/006,SFI Discover Programme,Science Week,,Jackie Gorman,Atlantic Corridor,Midlands Science Festival,06/01/2016,12/31/2016,33000
DP16/SW/007,SFI Discover Programme,Science Week,,Deirdriu McQuaid,Monaghan County Council,Monaghan Science Festival,06/01/2016,12/31/2016,35000
DP16/SW/010,SFI Discover Programme,Science Week,,Sheila Donegan,Waterford Institute of Technology (WIT),Waterford Science Festival,06/01/2016,12/31/2016,35000
DP16/SW/011,SFI Discover Programme,Science Week,,Bernie Quilligan,University of Limerick (UL),Limerick Science Festival,06/01/2016,12/31/2016,25440
DP16/SW/012,SFI Discover Programme,Science Week,,Catriona Boyle,Teagasc,Teagasc - Festival of Food and Farming,06/01/2016,12/31/2016,4443
DP16/SW/014,SFI Discover Programme,Science Week,,Mervyn Horgan,Glenosheen Limited,Cork Science Festival,06/01/2016,12/31/2016,35000
15/IA/3100 MI(N),SFI Investigator Programme,,,John Evans,Marine Institute,Exploiting and conserving deep-sea genetic resources,09/01/2016,8/31/2021,-970075
15/IA/3028 MI(N),SFI Investigator Programme,,,John Evans,Marine Institute,Wild farmed interactions in a changing world: formulation of a predictive methodology to inform environmental best practice to secure long-term sustainability of global wild and farm fish populations,08/01/2016,7/31/2021,-854794
15/IA/3024 EPA(N),SFI Investigator Programme,,,Alice Wemaere,Environmental Protection Agency (EPA),Developing geochronology by LA-ICPMS imaging: applications of U-Pb calcite dating in raw materials research,12/01/2016,11/30/2021,-215973
15/IA/3024 GSI(N),SFI Investigator Programme,,,Koen Verbruggen,Geological Survey of Ireland,Developing geochronology by LA-ICPMS imaging: applications of U-Pb calcite dating in raw materials research,12/01/2016,11/30/2021,-215973
